uri,cid,author_did,author_handle,author_display_name,text,created_at,reply_count,repost_count,like_count,indexed_at,langs,is_2025,sentiment_agronegocio,contexto_agronegocio
at://did:plc:wcgnozb6tw5avpdct77jdqcl/app.bsky.feed.post/3lhery7zmhk2t,bafyreifhhdsga5hmwididwamhrqjawz4eyip4n2u5t7ihoptlicianjreu,did:plc:wcgnozb6tw5avpdct77jdqcl,diogocarmo.bsky.social,Diogo Carmo,E o Plano Safra continua intocado. Nós ativamente financiamos a inflação dos alimentos ao subsidiar juros para agronegócio plantar soja de exportação.,2025-02-04T19:26:29.867Z,0,1,7,2025-02-04T19:26:30.254Z,['pt'],True,positivo,contexto_positivo
at://did:plc:jcembsosdhrfcejvsjm6shtb/app.bsky.feed.post/3lheoqspoqz2w,bafyreidjjxqv4t7sud6nbiomqvoawe2xijlkajhnygn4domt5hytkv2igy,did:plc:jcembsosdhrfcejvsjm6shtb,acrenoticias.bsky.social,Acre Notícias,"Petrobras planeja 1º grande oleoduto desde os anos 1990 – 04/02/2025 – Mercado

Nicola Pamplona A Petrobras planeja a construção de um oleoduto de cerca de 2.000 quilômetros para melhorar a logística de combustíveis para o agronegócio. Se aprovado, será o primeiro grande oleoduto construído no país…",2025-02-04T18:28:38Z,0,0,0,2025-02-04T18:28:39.950Z,[],True,positivo,contexto_positivo
at://did:plc:7uuojrmhyhozv7mwejt5wkmr/app.bsky.feed.post/3lhekxgol4c2t,bafyreiei44v4kwm2ljbcugsgtpu5t7xj33rkqn2auwqptwjtcwhjyuck7m,did:plc:7uuojrmhyhozv7mwejt5wkmr,clebertoledo.bsky.social,Cleber Toledo,"AGRONEGÓCIO UNIDO
Organizadores avisam: “Grito do Agro” não é insatisfação com governo, mas com situações que dificultam produção",2025-02-04T17:20:47.101Z,1,0,0,2025-02-04T17:20:51.163Z,['pt'],True,negativo,contexto_positivo
at://did:plc:7fzkwpnwcl26fnq7poczztro/app.bsky.feed.post/3lhehq2mg6c2x,bafyreig2mywv6nxhcksibvgjmnmd5k4uhineapnahyjm6bvdchfdrbv5bm,did:plc:7fzkwpnwcl26fnq7poczztro,jc-rs.bsky.social,Jornal do Comércio,"#MercadoDigital: A Psyche Aerospace, conhecida por suas inovações em tecnologia para o agronegócio, anunciou o lançamento da inteligência artificial “Turing”, considerada pela empresa uma espécie de Chat GPT do agro.",2025-02-04T16:22:58.342Z,0,0,1,2025-02-04T16:23:00.860Z,['pt'],True,positivo,contexto_positivo
at://did:plc:32lzwdklgfg43fgagf3aonex/app.bsky.feed.post/3lhedmhvrjk2v,bafyreicxpexocjg3ifbplxni6vlrwyhnmxw7zcndl4un5styzdq3qeeqju,did:plc:32lzwdklgfg43fgagf3aonex,handemiyy.swifties.social,gabi basu,saindo do banho 30min depois pq quem acaba com a água do mundo é o agronegócio e não eu,2025-02-04T15:09:23.081Z,0,0,0,2025-02-04T15:09:25.651Z,['pt'],True,negativo,contexto_positivo
at://did:plc:myaaa7iluvv7omoocjno5fyy/app.bsky.feed.post/3lhec4xu6bk25,bafyreifam2jnxscnpk3w4uhg3xmbwsrk6vvqktae2vbarsbgvekxstu6ky,did:plc:myaaa7iluvv7omoocjno5fyy,oeco.org.br,((o))eco | jornalismo ambiental,"No oeste da Bahia, um dos maiores polos do agronegócio no país, fazendas têm canais forrados com plástico liso. Ao atravessá-los ou beber água, os animais caem e agonizam até a morte tentando escapar das escorregadias armadilhas. 🧶⬇️",2025-02-04T14:42:45.412Z,1,0,3,2025-02-04T14:42:50.647Z,['pt'],True,negativo,contexto_positivo
at://did:plc:gkivphikfy4olkmweuogups6/app.bsky.feed.post/3lhe5nrkvms2n,bafyreifmgwxxygj4yxt7o2ktd2t2cgbqvnyf37spvpcuacxan32fv5but4,did:plc:gkivphikfy4olkmweuogups6,procurandosair.bsky.social,,"Pois é o Agro brasileiro é muito burro 
Não faz sentido nenhum eles serem puxar-saco dos USA, mas vai tentar falar isso pra eles 🤷🏾‍♀️
Eu particularmente quero que o agronegócio se lasque, quero é a agricultura familiar forte 
Se eles perderem as vendas vai ser bom que vou pagar mais barato nas carnes 🤣",2025-02-04T13:22:44.315Z,2,0,4,2025-02-04T13:22:46.653Z,['pt'],True,negativo,contexto_positivo
at://did:plc:s4tcle6dhil27t2mggfb3hwy/app.bsky.feed.post/3lhe37cv72k2j,bafyreicgkztqz7pxyfcsrcgfdpslvatd66ltn3rnhemyupevx4y7vlv2ym,did:plc:s4tcle6dhil27t2mggfb3hwy,rdokyron.bsky.social,RdoKyron,"Usina Brasbio avança no Piauí e fortalece produção sustentável de etanol de cereais
Prevista para 2026, unidade em Uruçuí usará milho e sorgo, gerando empregos e impulsionando o agronegócio com foco em inovação e eficiência energética.

www.brasil247.com/brasil-suste...",2025-02-04T12:38:51.689Z,0,2,3,2025-02-04T12:38:54.460Z,['pt'],True,positivo,contexto_positivo
at://did:plc:qv76a22wktqbgklnwwsxqdi7/app.bsky.feed.post/3lhe2vbggcc2j,bafyreiavt35sqpeml32ga2hi3txkrd7luqzqjaiq4bclrrms6rrqcpdvoe,did:plc:qv76a22wktqbgklnwwsxqdi7,ledbass.bsky.social,LedBass ☭ Palestina LIVRE!,"E além disso, cobrar para que se faça ainda mais.

Os bancos estão fazendo isso, a farinha lima e o agronegócio também

Só a base que tá quieta, precisamos nos mexer.",2025-02-04T12:33:14.614Z,0,0,1,2025-02-04T12:33:16.052Z,['pt'],True,negativo,contexto_positivo
at://did:plc:uyrr2aazznu54blbktfj2yyp/app.bsky.feed.post/3lhdyzwnj352f,bafyreifjjklegzkswcjhd5awaawcky76ftzmcokq3rvyhjicfjaaf3kwvu,did:plc:uyrr2aazznu54blbktfj2yyp,novaia.bsky.social,Nova News,"A Europa deve classificar o Brasil como risco médio de desmatamento, preocupando exportadores do agronegócio brasileiro.  Esta classificação é uma questão importante para o setor.
 (Leia a matéria inteira em: https://is.gd/TdF4QC)",2025-02-04T12:00:02.500Z,0,0,0,2025-02-04T12:00:03.750Z,[],True,positivo,apoio_explicito
at://did:plc:cnneitkai3legl73nzufixpy/app.bsky.feed.post/3lhdw24otoc22,bafyreianb4kczjukq37evbdissv3ldcszl5dgwlgp7fo7ibltiroxw2td4,did:plc:cnneitkai3legl73nzufixpy,dall69.bsky.social,Ângela Dall’🚩,Eu não sei porque tanta preocupação com preço de comida! O Lula planta café ? Tem criação de gado ? O Lula é do agronegócio !? Manda se F ! Chega de se preocupar com quem deixa de comer pra ir em show e comprar celular !,2025-02-04T11:06:28.710Z,1,0,1,2025-02-04T11:06:29.146Z,['pt'],True,negativo,contexto_positivo
at://did:plc:yda7kfmk3oxrxe2rv46zmw2y/app.bsky.feed.post/3lhduxlxoek2x,bafyreif4tym2xt7iasd3pexqjolkpz35oo5tcco2a3zalzm3iy3anw2bla,did:plc:yda7kfmk3oxrxe2rv46zmw2y,draculesbica.bsky.social,drª octopussy ♰,"que lindo ele economizando água para o agronegócio e não consumindo plástico para os eua conseguirem consumir mais
open.spotify.com/episode/0gsT...",2025-02-04T10:47:10.304Z,0,0,2,2025-02-04T10:47:16.548Z,['pt'],True,positivo,contexto_positivo
at://did:plc:f7ampltvbjwtyxobithwjljm/app.bsky.feed.post/3lhds7gshbk2c,bafyreietj435dfssytmqzhzo4rb3jfxumc2txyb3gdk4dvn4st3ak7tqi4,did:plc:f7ampltvbjwtyxobithwjljm,jclaro.bsky.social,,"O agronegócio atingirá 75 milhões de transações em 2025 decorrente tokenização, com blockchain se consolidando como ferramenta no desenvolvimento sustentável.
Leia em Notas de az:
notasdeaz.blogspot.com",2025-02-04T09:57:52.116Z,0,0,0,2025-02-04T09:57:54.747Z,['pt'],True,positivo,apoio_explicito
at://did:plc:tzzwjkleruuc3hige2hivhd6/app.bsky.feed.post/3lhdam5w3us2q,bafyreifsxufudxioybus2ds7htb6qzsaadhkxjrjdjd6p7anpmjhlviefu,did:plc:tzzwjkleruuc3hige2hivhd6,rodneyvergili.bsky.social,,"JR Mendonça de Barros: Estamos otimistas com desempenho do agronegócio para 2025
www.npagro.com.br/materias/jr-...",2025-02-04T04:42:51.656Z,0,0,0,2025-02-04T04:42:55.878Z,['pt'],True,positivo,contexto_positivo
at://did:plc:vdwkqby2ht2d7dplvuzw5awq/app.bsky.feed.post/3lhcnuhgq4k2v,bafyreihamxvj5mzp65pfcgzieuiyqi6rgiigswawtr6wlotxxrkkhy2wya,did:plc:vdwkqby2ht2d7dplvuzw5awq,sot.inf.br,Portal SOT,AGRO - Tax Group destaca aspectos da reforma tributária ao agronegócio no Show Rural: sot.inf.br/noticia/4488...,2025-02-03T23:07:28.979Z,0,0,0,2025-02-03T23:07:34.349Z,['pt'],True,positivo,contexto_positivo
at://did:plc:zofugjbuoe7yaditi2j2cks3/app.bsky.feed.post/3lhcho4e6ws2m,bafyreiazrt2rzks37uf3wslsf6kxfnweeo5bz4krve3rahdirtmt4s35b4,did:plc:zofugjbuoe7yaditi2j2cks3,tttaipan.bsky.social,julhana,"não é possivel que não tenha um pcc lá sabe
aqui o agronegócio ja tinha se reunido pra fazer a passagem dele",2025-02-03T21:16:33.579Z,0,0,6,2025-02-03T21:28:42.870Z,['pt'],True,positivo,contexto_positivo
at://did:plc:vmhpkxavtnwqebccmjoanfts/app.bsky.feed.post/3lhcec5qz6c2f,bafyreibdayzim6jqgywxr62zlireyj5cvk4kqkkzv7r2ti7p7cjydtujjy,did:plc:vmhpkxavtnwqebccmjoanfts,tangocommando.bsky.social,tango,É maravilhoso perceber que o último bastião de defesa do Brasil contra o domínio do agronegócio é o Funk Carioca (não vou elaborar),2025-02-03T20:16:11.170Z,1,3,10,2025-02-03T20:16:13.746Z,['pt'],True,negativo,critica_explicita
at://did:plc:nr3poea4qxztfywfajgnago3/app.bsky.feed.post/3lhccgkxphk2v,bafyreihy4pmgbe4sgkyar7stoqizgvxosalszipq3erdyjshzmnyc5n2ku,did:plc:nr3poea4qxztfywfajgnago3,seringueiro.bsky.social,Seringueiro,"no Amazonas tem uma distinção entre indígenas, caboclos e brasileiros. 

fora isso,que é uma coisa regional, tô intrigado se o marqueteiro está falando do Agronegócio ou do MST? tudo junto?",2025-02-03T19:42:51.759Z,0,1,1,2025-02-03T19:51:27.255Z,['pt'],True,positivo,contexto_positivo
at://did:plc:yvecxcpcc6raa5hi6m3csa65/app.bsky.feed.post/3lhcbuydmm22c,bafyreig3rgocyw5owhufvjp766u6mziqlne7y5g6xrti4py4y7624223zu,did:plc:yvecxcpcc6raa5hi6m3csa65,jfpnoticias.bsky.social,JFP Notícias,"🏆 Cooxupé entre as gigantes do agro! 🚀
Cooperativa figura no ranking Forbes Agro100 como uma das maiores empresas do Brasil, com receita de R$ 6,43 bilhões! ☕🌱
#Cooxupé #ForbesAgro100 #Agronegócio #Café #Ranking
jfpnoticias.com.br/cooxupe-esta...",2025-02-03T19:33:01.794Z,0,0,1,2025-02-03T19:33:03.062Z,['pt'],True,neutro,nao_relacionado
at://did:plc:yvecxcpcc6raa5hi6m3csa65/app.bsky.feed.post/3lhcbd3ef2s2c,bafyreicyyww5ae7eunxzddg7m3hvaajr4t5n6thn3k7pqj4w6mb5pln3ha,did:plc:yvecxcpcc6raa5hi6m3csa65,jfpnoticias.bsky.social,JFP Notícias,"🌾 Cooxupé expande horizontes! 🚀 Cooperativa anuncia entrada no mercado de cereais com a Agrobom. 🌽
Mais opções para os cooperados e crescimento no agronegócio! 🤝
#Cooxupé #Agronegócio #Cereais #Soja #Milho #Cooperativismo
jfpnoticias.com.br/cooxupe-anun...",2025-02-03T19:23:00.987Z,0,0,1,2025-02-03T19:23:02.857Z,['pt'],True,positivo,contexto_positivo
at://did:plc:2ivba5a2t6q2gwzs5hmw3nlb/app.bsky.feed.post/3lhc7vby7b22z,bafyreifzjtgpjmzcgrwg3tyjrepcg3cuhghl4xeqrw564uw7mobzjb5o2a,did:plc:2ivba5a2t6q2gwzs5hmw3nlb,ycatu.bsky.social,Ycatu,"Menos, menos 🤣
7 economia do planeta há controvérsia, qual a metodologia aplicada?
Na verdade, encontra-se entre as 10, graças, em grande parte, ao agronegócio que a esquerda tanto ataca.
1. Estados Unidos 2. China 3. Japão 4. Alemanha 5. Índia
6. Reino Unido 7. França 8. Itália 9. Canadá 10. Brasil",2025-02-03T18:57:24.427Z,1,0,0,2025-02-03T18:57:25.567Z,['pt'],True,negativo,critica_explicita
at://did:plc:m63zsln77cp3latsw3jhtwmt/app.bsky.feed.post/3lhc5psqyas2b,bafyreif5stwyuuhthfpr652dcayx3eqpt6gm47wtcxnbfxxknzjdc54kui,did:plc:m63zsln77cp3latsw3jhtwmt,stac-usp.bsky.social,STAC USP,"A Embrapa lançou recentemente o terceiro livro da Rede de Agricultura de Precisão (AP), intitulado ""Agricultura de Precisão: Um Novo Olhar na Era Digital"", consolidando-se como um marco na aplicação de tecnologias digitais no agronegócio brasileiro. 

www.stacusp.com.br/publicacao/e...",2025-02-03T18:18:33.207Z,0,0,0,2025-02-03T18:18:36.447Z,['pt'],True,positivo,contexto_positivo
at://did:plc:uhso32yym4lxao3ab2cde46h/app.bsky.feed.post/3lhbxg2zje22i,bafyreif66itdlbftzavgcecwoqxd3ivmtxo42l3wvkojiigrvesivnoiqu,did:plc:uhso32yym4lxao3ab2cde46h,wylltorres.bsky.social,Wyllian Torres,"A própria matéria diz se tratar de commodities (puramente PRODUTOS). Mas é o que a gente espera da Folha de SP, puro endossamento do agronegócio",2025-02-03T16:25:43.881Z,0,0,5,2025-02-03T16:25:44.259Z,['pt'],True,negativo,contexto_positivo
at://did:plc:zwxl6dnun52q3ywiao2ad3if/app.bsky.feed.post/3lhbrigk4z5k2,bafyreigzilpsq7dplrlopu5ip7sdhkebte452kx23s47bp724kbfoivs74,did:plc:zwxl6dnun52q3ywiao2ad3if,flipboardbr.flipboard.com.ap.brid.gy,Flipboard Brasil,"Exportações para mercados árabes avançam 22% puxadas pelo agronegócio
https://www.band.uol.com.br/agro/noticias/exportacoes-para-mercados-arabes-aumentam-22-puxadas-pelo-agronegocio-202502031024?utm_source=flipboard&utm_medium=activitypub 

Posted into Notícias @not-cias-FlipboardBR",2025-02-03T14:35:33.000Z,0,1,0,2025-02-03T14:39:57.856Z,['pt'],True,positivo,contexto_positivo
at://did:plc:nao7dx45ussub3pg4q23u6le/app.bsky.feed.post/3lhblkkytss2h,bafyreig2kyn3b35l7kj7pf3sxufpnxz3ncoe6rtsr7of6ljmiu5vzfy3ma,did:plc:nao7dx45ussub3pg4q23u6le,faconti.bsky.social,Fa,""" #ReformaAgrária para pobre é coisa de vagabundo. 
#Invadir #Terras #Indígenas é #Agronegócio. 
A luta é de #Classe."" - 

www.instagram.com/p/DFcvIl3OYHb/ - 
RI felipemarques1976 - #Frases -",2025-02-03T12:53:29.950Z,0,0,0,2025-02-03T12:53:30.658Z,['pt'],True,neutro,nao_relacionado
at://did:plc:z7lkqlobtsv7jpm6l7xovomc/app.bsky.feed.post/3lhbjyxuahk2g,bafyreihi76sra2e3u6liukoazfe4xa6jm73xlsggdd7kw3c5bwt7s4vzbi,did:plc:z7lkqlobtsv7jpm6l7xovomc,brasil247.bsky.social,Brasil 247,"Sustentabilidade, tecnologia e novos modelos de financiamento devem nortear o agronegócio em 2025
www.brasil247.com/brasil-suste...",2025-02-03T12:25:45.711Z,1,2,10,2025-02-03T12:26:57.153Z,['pt'],True,positivo,contexto_positivo
at://did:plc:f7ampltvbjwtyxobithwjljm/app.bsky.feed.post/3lhbevxlhmk26,bafyreia3wvwfjxkiwcizsxfidrrbteqsdaz5q7alpueodmmlu7c7pgfjhi,did:plc:f7ampltvbjwtyxobithwjljm,jclaro.bsky.social,,"O agronegócio atingirá 75 milhões de transações em 2025 decorrente crescente adoção da tokenização, com blockchain se consolidando como ferramenta crucial no desenvolvimento sustentável.
Leia em Notas de az:
notasdeaz.blogspot.com",2025-02-03T10:54:36.049Z,0,0,0,2025-02-03T10:54:37.752Z,['pt'],True,positivo,apoio_explicito
at://did:plc:ugxm2uhsufzbfxu32mmtwaz6/app.bsky.feed.post/3lhaq6giyps2w,bafyreif3cyh6o5cotc5hqz2puwl6epwy3z3mph2k67hujcwkp3kw5lkogm,did:plc:ugxm2uhsufzbfxu32mmtwaz6,casadeneca.bsky.social,caillou,nao apoiamos o agronegócio,2025-02-03T04:43:31.551Z,0,0,2,2025-02-03T04:43:31.958Z,['pt'],True,negativo,contexto_positivo
at://did:plc:3u3c2qpkhrznmnj662lboq44/app.bsky.feed.post/3lhal6j2ib22f,bafyreibolsxfwaoqh2njgaahp5mtlu3adiwgflnzrredkds5bqwo6czjkm,did:plc:3u3c2qpkhrznmnj662lboq44,edlondero.bsky.social,,"Furou a bolha.
E trouxe à tona a ligação do PT com o Getulismo e o projeto de pais que FHC tentou enterrar.
O brasileiro himrm comum DEVE mandar nesse país, não só o banqueiro, o agronegócio, o comerciante e o exportador.",2025-02-03T03:14:05.517Z,0,0,0,2025-02-03T03:14:07.954Z,['pt'],True,negativo,contexto_positivo
at://did:plc:sthqanpgrq4yiuhe7eluw66u/app.bsky.feed.post/3lha6yhcwfs2l,bafyreifybijxzmh3jbhdoycaaffdqe2zuv3er7cpzkfouxspzqwkwd4j3y,did:plc:sthqanpgrq4yiuhe7eluw66u,hiltonbastos.bsky.social,Hilton Bastos,"Nardes voltou aos holofotes no domingo (20), após a divulgação, pela Folha, de um áudio de teor golpista contra o presidente eleito @lula.com.br (PT), no qual dizia a interlocutores do agronegócio haver “movimento forte nas casernas” e que o “desenlace” ocorreria em breve.",2025-02-02T23:35:57.468Z,0,0,11,2025-02-02T23:35:58.458Z,['pt'],True,negativo,critica_explicita
at://did:plc:4fbpw2yz3t3i27rmbuips67m/app.bsky.feed.post/3lha6l2zzrc2f,bafyreigv22emgzcfm4jrtknalom2b5ck6mp5e3fvwhzwqe6lu7z27h6qku,did:plc:4fbpw2yz3t3i27rmbuips67m,aloversdisposition.bsky.social,Emo fã de Taylor Swift,"Ok, mas é na capital brasileira do agronegócio, ent tnt n se perder no mato q tem no começo. Vai dar td certo sim eu rezo p vc",2025-02-02T23:28:28.386Z,1,0,1,2025-02-02T23:28:27.660Z,['pt'],True,positivo,contexto_positivo
at://did:plc:mdb27o3s6nphof6hgldb5ysh/app.bsky.feed.post/3lh7unqanxc2i,bafyreie5pqgrporw2suq7q7ewvsbkxuefhgry2pqfpxsqzijk6izkqe2ma,did:plc:mdb27o3s6nphof6hgldb5ysh,tropicalzangief.bsky.social,tropicalzangief,"Pelo agronegócio e pelo meio ambiente, não parece má ideia reduzir o consumo. 
E dúvida: o pobre lê a folha? Como essa info vai chegar até ele?",2025-02-02T20:31:00.309Z,0,0,0,2025-02-02T20:31:01.251Z,['pt'],True,negativo,contexto_positivo
at://did:plc:erjsweijhysdmslzgcfawndg/app.bsky.feed.post/3lh7efy3hxs2e,bafyreihdl2getqd3ilsh6cdk2tdbhersceo5yc5yrs2pphfbhk367d4rjy,did:plc:erjsweijhysdmslzgcfawndg,maria1372.bsky.social,Maria José ,"PREÇO DA COMIDA

“Não culpem o suposto consumo elevado da população, nem elevem os juros”, alerta pesquisador. Dados demonstram: o que mais subiu são os preços dos  alimentos exportados pelo agronegócio, como café, carne e leite. +",2025-02-02T15:40:20.207Z,1,0,1,2025-02-02T15:40:22.050Z,['pt'],True,positivo,contexto_positivo
at://did:plc:ng3wmtp4oaymnfdoljtub36i/app.bsky.feed.post/3lh7756n3yc2m,bafyreic6ikble4xjegtxmr64c3fjf3dcscszvuueqlm6zjunnagof2sgjm,did:plc:ng3wmtp4oaymnfdoljtub36i,vd02.bsky.social,vd,escutar babação pro agronegócio é uma pica,2025-02-02T14:05:56.388Z,0,0,0,2025-02-02T14:05:57.157Z,['pt'],True,negativo,contexto_positivo
at://did:plc:kzkl2onyewbs7pehh2ellzcb/app.bsky.feed.post/3lh76ssxq3q2c,bafyreihxp2s46ppxxr4v7olxo3gbjbeqozhsbb77t5lpujnlsku4ibbtzu,did:plc:kzkl2onyewbs7pehh2ellzcb,g1-bot-rss.adilson.net.br,Notícias do G1 (Não oficial),"Cinco empresas do Triângulo e Alto Paranaíba estão entre as 100 maiores do agronegócio do Brasil, segundo lista da revista Forbes",2025-02-02T14:00:04.936234Z,0,0,0,2025-02-02T14:00:09.259Z,['pt'],True,positivo,contexto_positivo
at://did:plc:6okfkqs5whr275g4aahfnboz/app.bsky.feed.post/3lh6y6xfqj52z,bafyreibw2sggmlxfrd7oetpg4jmvi6ioqe6annf2fkhntcc6ztqqpcgt74,did:plc:6okfkqs5whr275g4aahfnboz,apublica.org,Agência Pública,"AGRO | “Eu nunca aceitei ONG aqui. Ela pode entrar aqui, mas não sai.” afirmou Agamenon da Silva Menezes, conhecido com a principal voz do agronegócio em Novo Progresso (PA). Ele diz que há 20 anos houve um plano para esquartejar servidor da Funai.",2025-02-02T12:01:39Z,13,90,199,2025-02-02T12:01:39.952Z,[],True,positivo,contexto_positivo
at://did:plc:f7ampltvbjwtyxobithwjljm/app.bsky.feed.post/3lh6wrqzfws2z,bafyreiemmjsn4pll25obggz7hvxu6tcd6o27ry3ufr65ulw6lermpbqb3i,did:plc:f7ampltvbjwtyxobithwjljm,jclaro.bsky.social,,"A tokenização do agronegócio atingirá 75 milhões de transações em 2025 decorrente crescente adoção, com blockchain se consolidando como ferramenta crucial no desenvolvimento sustentável.
Leia em Notas de az:
notasdeaz.blogspot.com",2025-02-02T11:36:23.085Z,0,0,0,2025-02-02T11:36:25.155Z,['pt'],True,positivo,apoio_explicito
at://did:plc:avno54rfihb7s56pi7lg4je5/app.bsky.feed.post/3lh6kx4w6ak2y,bafyreihsrlpci3uenpwb55ttrcrsctbvix553j7nwrnmlwmlj5do7hclsy,did:plc:avno54rfihb7s56pi7lg4je5,ricardomatos50.bsky.social,Ricardo Matos / Zotam2 🇵🇸 🇾🇪,"Hugo Motta, amigo de Eduardo Cunha, é eleito presidente da Câmara. Davi Alcolumbre no Senado.Todos merecem uma oportunidade de mudar. 
""Mas saiba que Motta é apontado, constantemente, como um lobista de dois setores distantes do atual governo: o agronegócio e o mercado financeiro.""",2025-02-02T08:04:38.417Z,0,1,3,2025-02-02T08:04:43.354Z,['en'],True,positivo,contexto_positivo
at://did:plc:mcnz2mba5htdmqs7rs4k4lvo/app.bsky.feed.post/3lh5m6qthdc2m,bafyreieax6dlohli5lr5ln5vvpwmc6s3n3kks2kjzndwabztt6vubbwgci,did:plc:mcnz2mba5htdmqs7rs4k4lvo,annacoelho.bsky.social,rabbitheart,"""De perfil discreto, Motta tem bom trânsito entre partidos de todos os espectros políticos. Presidente da CPI da Petrobras, contribuiu para desgastar governo Dilma e atua próximo ao agronegócio e ao setor financeiro.""",2025-02-01T22:54:08.202Z,0,0,4,2025-02-01T22:58:17.268Z,['en'],True,positivo,contexto_positivo
at://did:plc:gh345jpfpbq7fjey4hyqjli6/app.bsky.feed.post/3lh5l47g6yk2f,bafyreia7ifyd7npgqc2ats5og6z6mna5qoa4zwiqpgc5a6dusynkklkprq,did:plc:gh345jpfpbq7fjey4hyqjli6,klingerericeira.bsky.social,Klinger Ericeira 🇧🇷,"COMBATER A EXTREMA-DIREITA É COMBATER AS ATIVIDADES CRIMINOSAS Q A FINANCIAM: milícias, tráfico de drogas/armas, agronegócio, grilagem, mineração, madeireiras, igrejas evanjegues, orçamento secreto, corrupção em geral, sertanojos etc. SIGAM O DINHEIRO!
3/3",2025-02-01T22:34:49.091Z,1,5,13,2025-02-01T22:34:45.652Z,['pt'],True,negativo,contexto_positivo
at://did:plc:nw6vc2ubcrqr67lwbsg7iumf/app.bsky.feed.post/3lh5jbktqqc2y,bafyreiaau6rmuvigobuuhxstb6lqfl3wn4mdh7dyces3fqr4mvyr4u4ksu,did:plc:nw6vc2ubcrqr67lwbsg7iumf,madferit.bsky.social,Mr Gallagher ,"Ferrou: ""Presidente da CPI da Petrobras, contribuiu para desgastar governo Dilma e atua próximo ao agronegócio e ao setor financeiro.""",2025-02-01T22:02:01.349Z,0,0,0,2025-02-01T22:02:27.456Z,['pt'],True,positivo,contexto_positivo
at://did:plc:gh345jpfpbq7fjey4hyqjli6/app.bsky.feed.post/3lh5ioywcvs2o,bafyreihyhzdjkd4yvviv6lrbukq3pqifhfie2utkuq5ss6kpucu6d25cra,did:plc:gh345jpfpbq7fjey4hyqjli6,klingerericeira.bsky.social,Klinger Ericeira 🇧🇷,"COMBATER A EXTREMA-DIREITA É COMBATER AS ATIVIDADES CRIMINOSAS Q A FINANCIAM: milícias, tráfico de drogas/armas, agronegócio, grilagem, mineração, madeireiras, igrejas evanjegues, orçamento secreto, corrupção em geral, sertanojos etc. SIGAM O DINHEIRO!
2/3",2025-02-01T21:51:38.584Z,1,6,19,2025-02-01T21:51:37.256Z,['pt'],True,negativo,contexto_positivo
at://did:plc:7gqzvve2gkp2mdxtauy5m4oh/app.bsky.feed.post/3lh56snka222o,bafyreieajucdtefsrf6bzjuabywoutysxpll2fpanuglm2sdraxtdrkeva,did:plc:7gqzvve2gkp2mdxtauy5m4oh,lazarothor.bsky.social,Lázaro Thor,"""Minha filha mudou para Mato Grosso e está muito feliz""

Um simples trend no Tik Tok tem desmascarado a propaganda falsa do agronegócio sobre Mato Grosso.

E olha que são pessoas do Sul e do Sudeste, nem vamos falar de quem vem do Norte e do Nordeste pra MT...",2025-02-01T18:54:43.279Z,0,1,4,2025-02-01T18:54:50.552Z,['pt'],True,positivo,contexto_positivo
at://did:plc:cimkdjau7cgwelg7jpqi6bqd/app.bsky.feed.post/3lh4z6a2q6s2s,bafyreifphwp7vzurqqhzanpxmlkpswyrwp72v7jhte2jgmiaa2yplzla5a,did:plc:cimkdjau7cgwelg7jpqi6bqd,marcelaprest.bsky.social,Marcela Prest,"Tenho orgulho do PSOL! Não compactuamos com o acórdão que elege Hugo Motta, candidato de Lira, do agronegócio e do bolsonarismo. Lançamos Pastor Henrique Vieira para reafirmar nosso compromisso com a democracia e deixar claro: não haverá anistia para golpistas!",2025-02-01T17:13:49.512Z,1,7,101,2025-02-01T17:13:49.960Z,['pt'],True,positivo,contexto_positivo
at://did:plc:kikvfp7pnrcjgjd3oeddse5o/app.bsky.feed.post/3lh4yt3wv722v,bafyreihn4mf43inkfs3z4d6pkf22bqj7cac5miebgk3iobi7s2th7o52uy,did:plc:kikvfp7pnrcjgjd3oeddse5o,sergiosmc.bsky.social,,"O Globo: Recorde de novos agrotóxicos, com maior número de liberações desde 2000, opõe ambientalistas e agronegócio; entenda oglobo.globo.com/brasil/notic...",2025-02-01T17:07:36.100Z,0,0,0,2025-02-01T17:07:42.256Z,['pt'],True,neutro,contexto_neutro
at://did:plc:prwbcbblv7j3fo7rlv6toznc/app.bsky.feed.post/3lh4wna3ucs26,bafyreibkuyhthxqyd6cjfzrm4nqpzxb5dkaizf7csaxyobjfwdbuoswpna,did:plc:prwbcbblv7j3fo7rlv6toznc,somosjacare.bsky.social,Somos Jacare,"Os caras do agrotóxico, digo do agronegócio, são muito estúpidos. O AGRO está sendo patrocinado e subvencionado por todos nós, se eles não têm condição de tocar o negócio, que entreguem para MST. O que não pode é nos levarmos prejuízo por estupidez deles.",2025-02-01T16:28:31.648Z,1,3,6,2025-02-01T16:28:32.559Z,['pt'],True,negativo,contexto_neutro
